0.949868542,0.849847413,0.877985739,1.021035677,1.054427585
0.933251663,0.763883617,0.750365537,1.035151465,0.847703537
0.695073668,0.796703906,0.931675673,0.807089636,0.954812794
0.970031058,0.602930688,0.732637746,0.997325003,0.709051351
0.6692656,0.843463147,0.675086462,0.800060475,0.722961901
0.803389,1,1,0.848290653,0.921442439
0.771220336,0.945312245,0.890306988,0.805546384,0.845367972
0.772520674,0.777415761,0.737730327,0.760807376,0.882821738
0.804175249,0.957727494,0.862520256,0.995186063,0.82538273
0.889261641,0.882048375,0.7198817,0.753941473,0.896554556
0.887518922,0.826315368,0.861025287,0.589348268,0.732436203
0.982466484,0.865832038,0.920878767,0.832282443,0.728622124
0.865423822,0.72069987,0.872714869,0.794962795,1.037127551
0.958162403,0.929142092,0.761049249,0.978596285,0.80845968
0.794776954,0.99461266,0.906613276,0.817599856,0.873220483
1.149322102,0.915062782,0.964707629,0.947930788,0.915055211
1.288759562,0.98501587,1.265483378,0.823125339,1.159952922
0.525566366,0.972263902,0.981658132,1.004429724,0.911722315
1.166768854,0.942168696,0.847100382,0.92127233,0.753664931
1.062107536,1.175478755,1.0518118,0.818897816,1.108600717
0.872422769,0.898819473,1,0.549921649,0.985082794
1.074453885,1.24058928,1.148646005,1.189259089,1.095933878
1.067796876,1.179279056,1.097340892,1.388502726,1.077172819
0.998693201,1.221162445,1.170872954,1.366283512,1.159035892
1.151149007,1.19094456,1.136234313,1,1.269657928
1.053511091,1.362246044,1.255443687,1.147754976,1.142530306
1.187972702,1.405470413,1.367936418,1.451940474,1.266111219
1.435135517,1.221281037,1.373963081,1.373145894,1.263577561
1.287407416,1.223964977,1.273121808,1,1.290505997
1.434230732,1.221945896,1.235357157,1.626058395,1.408026946
1.498296367,1.08837214,1.32985049,1.554253437,1.352975922
